snapshot_time,trade_time,direction,price,volume
2026-06-15 08:30:19,2026-06-15T08:30:11Z,sell,10735000000.0000000000000000,0.0000620000000000
2026-06-15 08:30:19,2026-06-15T08:30:11Z,sell,10735000000.0000000000000000,0.0004590000000000
2026-06-15 08:30:29,2026-06-15T08:30:22Z,buy,10732821959.0000000000000000,0.0000320000000000
2026-06-15 08:30:39,2026-06-15T08:30:36Z,sell,10735000000.0000000000000000,0.0000820000000000
2026-06-15 08:30:49,2026-06-15T08:30:47Z,buy,10732821959.0000000000000000,0.0001500000000000
2026-06-15 08:32:19,2026-06-15T08:32:14Z,buy,10725578593.0000000000000000,0.0000090000000000
2026-06-15 08:32:29,2026-06-15T08:32:28Z,buy,10725578592.0000000000000000,0.0000930000000000
2026-06-15 08:32:29,2026-06-15T08:32:24Z,sell,10725578593.0000000000000000,0.0000930000000000
2026-06-15 08:32:39,2026-06-15T08:32:40Z,buy,10710458166.0000000000000000,0.0011700000000000
2026-06-15 08:32:49,2026-06-15T08:32:50Z,buy,10710458177.0000000000000000,0.0008490000000000
2026-06-15 08:32:49,2026-06-15T08:32:48Z,sell,10725578591.0000000000000000,0.0000930000000000
2026-06-15 08:32:59,2026-06-15T08:32:59Z,buy,10710458188.0000000000000000,0.0010710000000000
2026-06-15 08:33:39,2026-06-15T08:33:40Z,sell,10718018373.0000000000000000,0.0004680000000000
2026-06-15 08:34:19,2026-06-15T08:34:19Z,sell,10718018373.0000000000000000,0.0000100000000000
2026-06-15 08:34:19,2026-06-15T08:34:19Z,sell,10718018373.0000000000000000,0.0000830000000000
2026-06-15 08:34:29,2026-06-15T08:34:29Z,sell,10718018373.0000000000000000,0.0000010000000000
2026-06-15 08:36:19,2026-06-15T08:36:18Z,buy,10710458178.0000000000000000,0.0005230000000000
2026-06-15 08:36:19,2026-06-15T08:36:14Z,sell,10718018373.0000000000000000,0.0001430000000000
2026-06-15 08:36:29,2026-06-15T08:36:25Z,sell,10718018372.0000000000000000,0.0002760000000000
2026-06-15 08:37:09,2026-06-15T08:37:07Z,buy,10710458178.0000000000000000,0.0004450000000000
2026-06-15 08:37:19,2026-06-15T08:37:20Z,buy,10710458178.0000000000000000,0.0000450000000000
2026-06-15 08:38:59,2026-06-15T08:38:56Z,sell,10718018372.0000000000000000,0.0001840000000000
2026-06-15 08:39:49,2026-06-15T08:39:46Z,sell,10714238276.0000000000000000,0.0007000000000000
2026-06-15 08:40:59,2026-06-15T08:40:54Z,buy,10710458179.0000000000000000,0.0010710000000000
2026-06-15 08:41:29,2026-06-15T08:41:22Z,sell,10714238276.0000000000000000,0.0000930000000000
2026-06-15 08:41:59,2026-06-15T08:41:56Z,buy,10710458180.0000000000000000,0.0013310000000000
2026-06-15 08:42:19,2026-06-15T08:42:16Z,sell,10714238276.0000000000000000,0.0001080000000000
2026-06-15 08:42:19,2026-06-15T08:42:16Z,sell,10714238276.0000000000000000,0.0010400000000000
2026-06-15 08:42:19,2026-06-15T08:42:16Z,sell,10714238276.0000000000000000,0.0014030000000000
2026-06-15 08:42:39,2026-06-15T08:42:33Z,buy,10710458180.0000000000000000,0.0000950000000000
